"Participant ID","Completed","Pre/Post","Score","Difference","Provider","State","Caseload","Group Frequency","Online Frequency","Rural Frequency","Service","Archived","q_01","q_02","q_03","q_04","q_05","q_06","q_07","q_08","q_09","q_10","q_11","q_12","q_13","q_14","q_15","q_16","q_17","Mode"
2495,"03/16/2025 11:51:37 (MST)","Pre",57.61,NA,"North Sanpete School District (24)","Utah","","","","","CPSO",0,2,1,3,2,3,2,2,2,2,1,NA,NA,NA,NA,"",NA,"","No Help"
73,"07/29/2023 17:09:06 (MST)","Pre",18.21,NA,"Logistics Specialties Inc. (8)","Utah","","often","rarely","","JOBEX",0,3,3,0,0,2,0,3,2,2,2,NA,NA,NA,NA,"",NA,"",""
1120,"05/28/2024 10:42:21 (MST)","Pre",59.96,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","ILOM",0,2,0,2,1,3,3,1,2,NA,2,NA,NA,NA,NA,"",NA,"","No Help"
1556,"11/29/2022 10:30:03 (MST)","Pre",47,NA,"Columbus Community Center (9)","Utah","","","rarely","","JS",0,3,2,3,0,3,2,3,3,1,0,NA,NA,NA,NA,"",NA,"","No Help"
1353,"04/26/2025 11:36:13 (MST)","Pre",59.96,NA,"Region 1 (271)","Oklahoma","","","","often","QWEX",0,2,1,2,2,2,0,1,2,1,1,2,3,NA,NA,"",NA,"","No Help"
978,"12/03/2024 11:21:09 (MST)","Pre",83.11,9.5,"Logistics Specialties Inc. (8)","Utah","","","","sometimes","ISA",0,1,1,3,3,1,3,0,3,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
794,"03/16/2024 13:30:59 (MST)","Pre",87.48,NA,"Region 4 (274)","Utah","","often","","","FL",0,3,2,2,2,3,3,1,2,3,1,NA,NA,NA,NA,"",NA,"","No Help"
2416,"06/10/2022 05:11:32 (MST)","Post",97,NA,"North Sanpete School District (24)","Utah","","often","sometimes","","JOBEX",0,2,2,3,2,0,3,3,3,2,3,2,NA,3,NA,"",NA,"","No Help"
2532,"09/16/2022 04:53:23 (MST)","Post",88.11,NA,"Spectrum Academy (28)","Utah","","","","sometimes","JOBEX",0,2,2,3,0,2,2,2,2,NA,NA,3,NA,3,NA,"",NA,"",""
2316,"08/13/2022 11:25:57 (MST)","Pre",57,NA,"Logistics Specialties Inc. (8)","Utah","specialized","always","sometimes","sometimes","JS",0,2,2,0,2,1,2,1,2,NA,2,3,NA,2,3,"",NA,"","With Help"
398,"10/27/2023 14:32:12 (MST)","Post",48.11,NA,"Logistics Specialties Inc. (8)","Utah","","","","","ILOM",0,3,1,2,1,0,3,3,2,2,3,3,1,1,NA,"",NA,"","No Help"
1354,"06/09/2023 13:47:11 (MST)","Pre",39.42,54.77,"North Sanpete School District (24)","Utah","specialized","","","","JS",0,3,3,3,3,1,2,0,3,3,1,2,NA,10,NA,"",NA,"","No Help"
1984,"03/10/2024 12:31:41 (MST)","Post",52.56,NA,"Southern Utah University (27)","Utah","","","","","JOBEX",0,2,1,0,1,1,3,3,2,0,3,NA,NA,NA,NA,"",NA,"","No Help"
2407,"10/13/2024 11:15:20 (MST)","Pre",71.07,NA,"Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,3,3,1,3,1,2,1,3,2,2,NA,NA,NA,NA,"",NA,"","No Help"
2109,"09/25/2022 12:43:00 (MST)","Pre",39.22,NA,"Roads to Independence (26)","Utah","","sometimes","","","CPSO",0,1,2,3,3,0,3,2,2,NA,2,1,NA,NA,NA,"",NA,"","No Help"
1512,"02/08/2025 17:06:38 (MST)","Post",63.67,22.93,"Logistics Specialties Inc. (8)","Utah","","often","","","ISA",0,2,2,2,2,1,3,1,2,2,3,2,NA,3,NA,"",NA,"","No Help"
2342,"09/15/2024 15:15:59 (MST)","Pre",72,NA,"Logistics Specialties Inc. (8)","Utah","","","sometimes","","WSS",0,2,2,3,0,2,2,3,3,1,1,3,2,NA,NA,"",NA,"","No Help"
522,"10/27/2024 17:12:45 (MST)","Pre",18.21,79.22,"Region 1 (271)","Utah","","","","always","JOBEX",0,3,2,3,2,3,2,0,2,1,NA,NA,NA,3,NA,"3",NA,"","No Help"
1995,"08/02/2023 19:19:43 (MST)","Post",73.19,23.19,"Logistics Specialties Inc. (8)","Montana","","sometimes","","","ISA",0,3,1,2,1,1,1,3,2,3,1,NA,NA,NA,NA,"",NA,"","With Help"
406,"04/28/2025 20:03:07 (MST)","Pre",54.14,NA,"North Sanpete School District (24)","Montana","","","rarely","","JOBEX",0,1,2,2,1,2,2,2,0,3,3,NA,3,NA,NA,"",1,"","No Help"
2342,"08/27/2024 14:04:19 (MST)","Post",85.1,NA,"Logistics Specialties Inc. (8)","Utah","","sometimes","","","WBLE",0,1,2,1,2,3,2,1,1,1,2,NA,NA,NA,2,"",NA,"","No Help"
2132,"01/12/2024 13:11:33 (MST)","Pre",47,NA,"Columbus Community Center (9)","Utah","specialized","","","sometimes","FL",0,3,3,1,1,2,3,1,0,1,3,NA,NA,NA,2,"",NA,"","No Help"
2203,"07/17/2022 02:35:00 (MST)","Pre",74.78,NA,"Region 1 (271)","Utah","","","","","WSS",0,3,2,2,2,2,0,1,1,3,2,NA,NA,NA,1,"",1,"","No Help"
858,"09/29/2024 14:34:22 (MST)","Pre",77,NA,"Columbus Community Center (9)","Oklahoma","general","","rarely","","WBLE",0,3,3,1,3,3,0,2,1,NA,2,NA,NA,NA,NA,"1",NA,"",""
1359,"11/06/2023 23:49:28 (MST)","Pre",77,0.33,"Logistics Specialties Inc. (8)","Utah","general","","","","QWEX",0,0,3,3,3,1,2,2,2,2,1,1,2,NA,NA,"",NA,"","No Help"
2298,"07/13/2024 15:25:59 (MST)","Pre",42.45,23.67,"Region 1 (271)","Demo","","","","","ISA",0,3,1,3,1,3,0,2,0,3,3,0,NA,1,1,"",NA,"","With Help"
1103,"07/23/2024 17:07:33 (MST)","Pre",76.17,NA,"Columbus Community Center (9)","Montana","","","","","JOBEX",0,2,3,0,3,2,3,2,0,2,1,NA,3,NA,3,"",NA,"","No Help"
2126,"05/05/2025 11:55:47 (MST)","Pre",70.33,NA,"Turn Community Services (29)","Utah","specialized","","","","ISA",0,3,1,3,2,0,1,2,2,3,NA,NA,NA,1,NA,"3",NA,"",""
185,"10/14/2023 14:12:17 (MST)","Post",34.04,NA,"Region 1 (271)","Utah","","","","","WBLE",0,2,3,3,1,2,3,2,3,NA,NA,NA,2,NA,NA,"",NA,"","No Help"
1354,"10/13/2024 12:01:43 (MST)","Post",70.33,5.89,"Lockwood School Dist. / County of Yellowstone Dist. #26 (182)","Utah","","","","","CPSO",0,1,2,1,3,3,2,3,3,NA,2,3,NA,NA,2,"",NA,"","No Help"
1103,"05/26/2024 16:34:01 (MST)","Pre",41.44,26.17,"Community Options (82)","Utah","","","sometimes","","CSS",0,2,2,2,2,3,1,2,3,2,1,3,NA,NA,1,"",NA,"","No Help"
687,"05/28/2023 15:51:03 (MST)","Post",30.33,NA,"North Sanpete School District (24)","Utah","","","","","CPSO",0,1,3,2,3,1,1,1,1,1,2,NA,NA,NA,NA,"",NA,"",""
2141,"11/23/2024 10:45:47 (MST)","Pre",57,NA,"Yellowstone Academy (214)","Utah","","","","often","JS",0,1,3,2,1,2,2,3,3,NA,2,NA,NA,NA,NA,"",NA,"",""
2157,"11/23/2024 12:23:52 (MST)","Pre",51.76,NA,"Roads to Independence (26)","Utah","general","","","","FL",0,3,2,3,2,3,3,2,2,NA,NA,1,3,NA,NA,"",NA,"",""
1369,"02/13/2023 17:06:32 (MST)","Pre",61.44,NA,"Logistics Specialties Inc. (8)","Utah","","sometimes","","","WBLE",0,3,3,1,2,3,1,3,2,1,3,NA,NA,10,2,"",NA,"",""
1896,"07/01/2022 05:26:09 (MST)","Pre",83.67,NA,"Roads to Independence (26)","Oklahoma","","sometimes","","","JOBEX",0,1,2,3,3,2,2,3,1,2,1,NA,NA,NA,NA,"",NA,"","No Help"
1374,"06/27/2023 20:07:59 (MST)","Pre",65.89,-13,"Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,2,2,1,0,2,1,2,1,2,2,NA,10,NA,"2",NA,"","No Help"
1182,"11/10/2024 15:12:49 (MST)","Post",93.3,NA,"North Sanpete School District (24)","Utah","","","","","ISA",0,3,3,1,3,3,2,2,2,3,3,NA,3,1,2,"",NA,"","With Help"
205,"05/23/2025 15:39:06 (MST)","Pre",5.89,NA,"Logistics Specialties Inc. (8)","Utah","","sometimes","rarely","always","WBLE",0,2,3,2,0,3,3,2,2,2,2,NA,3,NA,1,"",NA,"","With Help"
794,"02/22/2025 14:43:28 (MST)","Pre",97,-15.5,"Logistics Specialties Inc. (8)","Utah","specialized","rarely","","","FL",0,2,3,2,1,3,2,1,2,3,3,0,NA,NA,NA,"",NA,"","No Help"
1771,"11/26/2023 16:35:29 (MST)","Pre",83.67,3.67,"Logistics Specialties Inc. (8)","Utah","","sometimes","","sometimes","ISA",0,1,1,1,2,1,2,2,3,3,1,NA,NA,NA,1,"",NA,"","No Help"
2141,"03/10/2024 14:32:19 (MST)","Post",33.36,NA,"Logistics Specialties Inc. (8)","Utah","general","","","often","ISA",0,3,1,3,3,1,3,3,3,3,0,NA,2,NA,NA,"",NA,"","No Help"
1535,"07/24/2023 01:44:01 (MST)","Pre",92.24,19.22,"Logistics Specialties Inc. (8)","Oklahoma","","rarely","","","QWEX",0,0,2,1,3,2,3,2,2,2,NA,3,NA,NA,NA,"",NA,"","No Help"
807,"02/07/2025 11:20:02 (MST)","Post",68.43,-20.78,"Montana School for the Deaf & Blind (32)","Utah","","","","always","JS",0,3,3,3,2,2,3,3,3,1,2,1,NA,NA,1,"",NA,"","No Help"
2276,"01/13/2024 16:02:04 (MST)","Post",66.7,NA,"Spectrum Academy (28)","Utah","","","","","WBLE",0,2,3,3,1,1,1,3,2,0,NA,0,NA,NA,NA,"",NA,"","No Help"
384,"08/13/2023 16:29:34 (MST)","Pre",50.33,NA,"OU Northeast (54)","Utah","","","","","WBLE",0,3,3,3,3,1,1,3,1,NA,NA,2,NA,NA,3,"",NA,"","No Help"
2268,"10/29/2024 11:20:38 (MST)","Pre",63.67,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","CSS",0,3,1,3,3,3,2,1,3,1,2,NA,NA,NA,NA,"",NA,"",""
681,"01/30/2024 11:57:15 (MST)","Post",34.04,NA,"Turn Community Services (29)","Utah","","","","always","ISA",0,2,2,0,2,2,1,3,2,3,1,NA,NA,2,NA,"",NA,"","No Help"
2164,"01/12/2024 13:05:41 (MST)","Post",54.58,NA,"OU Northeast (54)","Utah","specialized","","","never","FL",0,1,2,3,1,1,3,2,1,NA,3,2,0,1,NA,"",NA,"",""
978,"06/12/2023 23:56:13 (MST)","Pre",75.57,NA,"Turn Community Services (29)","Utah","general","sometimes","","","CSS",0,2,3,0,3,3,1,2,0,1,3,1,NA,2,NA,"1",NA,"","No Help"
267,"05/03/2025 11:34:34 (MST)","Pre",92.24,NA,"Logistics Specialties Inc. (8)","Utah","","","sometimes","","CPSO",0,2,3,2,2,3,0,3,1,3,3,NA,NA,NA,2,"",NA,"","No Help"
794,"03/21/2023 05:37:00 (MST)","Pre",92.24,NA,"Spectrum Academy (28)","Utah","","","","","WBLE",0,3,2,3,1,1,3,2,1,0,1,NA,NA,NA,NA,"",NA,"","No Help"
873,"09/30/2024 13:02:35 (MST)","Pre",52.56,-36.33,"Utah State University (59)","Oklahoma","","","","never","CPSO",0,1,2,0,3,2,3,3,2,2,3,NA,NA,2,NA,"",NA,"","With Help"
2073,"02/07/2023 10:15:01 (MST)","Pre",67.37,NA,"Logistics Specialties Inc. (8)","Utah","","","","always","CSS",0,3,2,2,2,3,2,1,1,3,NA,NA,NA,1,NA,"",NA,"","With Help"
2388,"08/18/2024 15:14:56 (MST)","Post",41.44,-3,"Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,1,1,0,3,0,2,1,2,NA,1,NA,NA,NA,NA,"",NA,"","No Help"
1744,"10/26/2024 19:49:14 (MST)","Pre",40.33,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","ILOM",0,2,3,1,3,3,1,3,3,2,3,3,3,NA,NA,"1",NA,"","With Help"
858,"02/10/2025 13:05:54 (MST)","Post",80.33,NA,"Logistics Specialties Inc. (8)","Oklahoma","","","rarely","sometimes","WSS",0,3,0,2,3,3,1,1,3,1,NA,3,NA,3,NA,"",NA,"","No Help"
980,"12/21/2024 10:47:00 (MST)","Post",65.89,17,"Turn Community Services (29)","Utah","specialized","often","","","CPSO",1,2,3,1,2,2,1,2,2,2,1,NA,NA,NA,NA,"",NA,"","No Help"
274,"08/30/2022 04:26:40 (MST)","Post",67.83,33.67,"Logistics Specialties Inc. (8)","Utah","","","","always","ILOM",0,3,2,3,0,3,2,1,NA,NA,2,3,NA,0,1,"",NA,"","No Help"
2157,"02/28/2023 12:17:21 (MST)","Pre",92.83,NA,"Logistics Specialties Inc. (8)","Utah","general","","","often","JS",0,3,2,2,1,3,3,1,3,3,3,3,NA,3,3,"",NA,"",""
699,"01/09/2024 16:44:17 (MST)","Pre",60.64,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","","JS",0,1,1,2,3,2,3,3,3,0,NA,NA,NA,NA,NA,"",NA,"","No Help"
593,"04/13/2024 14:56:43 (MST)","Post",67.37,NA,"Turn Community Services (29)","Utah","","","","","ISA",0,2,2,1,2,3,2,2,2,1,3,NA,1,2,NA,"3",NA,"","With Help"
593,"11/03/2024 12:06:15 (MST)","Pre",73.67,NA,"Logistics Specialties Inc. (8)","Utah","","sometimes","","","CPSO",0,3,2,0,1,2,1,1,3,3,NA,NA,NA,3,NA,"",NA,"","No Help"
1354,"08/31/2024 13:38:18 (MST)","Post",77.56,NA,"Logistics Specialties Inc. (8)","Utah","","","never","","JS",0,2,1,1,3,1,1,1,3,1,2,NA,NA,1,NA,"",NA,"",""
2533,"06/15/2024 14:22:02 (MST)","Pre",15.52,NA,"Logistics Specialties Inc. (8)","Utah","general","","rarely","","WBLE",0,2,3,2,2,0,1,2,2,2,NA,NA,NA,3,3,"",NA,"","No Help"
2557,"06/13/2025 14:14:07 (MST)","Post",92.24,NA,"University of Oklahoma (50)","Demo","","","never","","ISA",0,2,3,2,3,3,2,2,1,1,NA,NA,NA,NA,NA,"",NA,"","With Help"
187,"10/07/2022 05:41:00 (MST)","Post",38.67,12.56,"Logistics Specialties Inc. (8)","Utah","general","","","always","FL",0,1,1,2,2,3,0,2,2,1,0,NA,NA,NA,NA,"",NA,"","No Help"
1820,"06/18/2022 07:43:03 (MST)","Pre",73.67,NA,"Logistics Specialties Inc. (8)","Utah","","","","rarely","CPSO",0,1,2,3,3,3,2,2,2,NA,NA,NA,NA,5,2,"3",NA,"","With Help"
1995,"08/30/2022 03:15:02 (MST)","Pre",72,NA,"Logistics Specialties Inc. (8)","Utah","general","","","sometimes","JOBEX",0,3,1,2,3,0,1,2,2,2,3,NA,3,3,NA,"0",NA,"","No Help"
248,"07/04/2023 15:53:55 (MST)","Pre",63.67,37,"Logistics Specialties Inc. (8)","Utah","","","","always","JS",0,3,2,3,2,2,0,2,2,1,3,NA,2,NA,NA,"3",NA,"","No Help"
1501,"08/13/2024 14:00:25 (MST)","Pre",60.64,23.67,"Logistics Specialties Inc. (8)","Oklahoma","","","rarely","never","ISA",0,3,2,2,0,1,1,1,3,2,3,0,NA,NA,1,"",NA,"","No Help"
2334,"11/11/2024 16:56:44 (MST)","Pre",71.07,40.33,"Turn Community Services (29)","Utah","","","","","ISA",0,1,2,2,0,0,0,2,1,1,3,NA,2,NA,NA,"",NA,"","Observer"
2387,"02/07/2023 04:10:00 (MST)","Post",52.56,45.89,"Logistics Specialties Inc. (8)","Utah","general","","","always","ILOM",0,3,0,2,1,1,2,3,1,2,NA,NA,NA,NA,NA,"",NA,"","No Help"
873,"03/22/2025 12:01:01 (MST)","Post",27.95,NA,"Roads to Independence (26)","Utah","general","","","never","CPSO",0,2,3,2,3,0,0,3,2,2,3,NA,NA,NA,1,"",1,"","No Help"
2403,"11/22/2024 15:07:43 (MST)","Pre",45.89,NA,"Logistics Specialties Inc. (8)","Utah","","often","","","WSS",0,2,1,3,0,1,3,2,1,2,0,NA,2,NA,NA,"",NA,"","No Help"
742,"10/20/2024 09:48:00 (MST)","Post",66.7,NA,"Columbus Community Center (9)","Utah","specialized","sometimes","","sometimes","JS",0,2,0,3,1,0,0,0,0,3,1,NA,NA,NA,NA,"",NA,"","No Help"
1775,"11/19/2024 10:35:36 (MST)","Pre",66.05,-3,"Logistics Specialties Inc. (8)","Utah","","","","sometimes","FL",1,1,1,3,2,2,2,2,1,3,NA,2,NA,NA,NA,"",1,"","With Help"
185,"06/23/2024 11:18:06 (MST)","Pre",42.83,50.34,"Logistics Specialties Inc. (8)","Utah","","","sometimes","","FL",0,2,1,1,3,2,2,2,2,1,NA,NA,NA,6,NA,"",NA,"","No Help"
2109,"08/22/2022 05:41:16 (MST)","Post",59.5,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","CSS",0,2,1,2,1,1,2,2,1,3,2,NA,3,NA,NA,"",NA,"","No Help"
1556,"06/13/2025 14:12:32 (MST)","Pre",63.67,45.15,"Roads to Independence (26)","Utah","","","rarely","","JOBEX",0,2,2,3,2,2,2,2,1,1,3,NA,NA,2,NA,"",NA,"","With Help"
1362,"03/10/2024 20:44:24 (MST)","Post",72,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","","WSS",0,3,3,1,3,3,3,2,1,2,3,NA,2,2,NA,"",NA,"","No Help"
1190,"10/15/2024 18:19:12 (MST)","Post",51.17,NA,"Logistics Specialties Inc. (8)","Utah","","","rarely","often","JS",0,3,3,3,2,2,3,3,1,1,NA,NA,NA,NA,NA,"",NA,"","No Help"
267,"10/10/2023 10:40:50 (MST)","Post",58.9,NA,"Roads to Independence (26)","Utah","","often","","","WSS",0,3,2,2,2,1,2,3,3,1,NA,0,NA,3,NA,"0",NA,"","No Help"
1800,"03/20/2023 17:53:54 (MST)","Pre",39.22,23.67,"Logistics Specialties Inc. (8)","Utah","","","rarely","","ISA",0,2,3,1,3,2,2,2,2,2,3,3,NA,NA,NA,"",NA,"","No Help"
1702,"07/08/2023 17:41:29 (MST)","Pre",63.67,NA,"Southern Utah University (27)","Utah","","","","","ILOM",0,2,3,1,2,1,1,1,1,3,0,NA,NA,3,NA,"1",NA,"","No Help"
1393,"02/05/2024 14:12:44 (MST)","Pre",67.83,NA,"Region 1 (271)","Utah","","","","","FL",0,1,3,2,3,1,3,3,1,NA,3,2,NA,3,1,"",NA,"","With Help"
262,"02/10/2023 09:00:27 (MST)","Post",65.89,NA,"Columbus Community Center (9)","Utah","","","rarely","always","ISA",0,1,2,2,2,3,2,3,NA,3,3,NA,3,NA,NA,"",NA,"","No Help"
1210,"06/19/2022 00:48:00 (MST)","Post",42.24,NA,"Turn Community Services (29)","Utah","general","","rarely","","CSS",0,3,2,1,3,2,3,2,3,3,NA,2,NA,NA,NA,"",NA,"","With Help"
2161,"03/12/2023 08:09:29 (MST)","Pre",48.85,NA,"Logistics Specialties Inc. (8)","Utah","","","","","CSS",0,3,2,1,3,2,3,1,2,0,NA,NA,NA,NA,2,"3",NA,"",""
891,"11/27/2022 02:08:00 (MST)","Post",56.26,NA,"A2Demo (21)","Utah","","","rarely","","WBLE",0,3,3,3,3,3,2,3,1,3,NA,NA,NA,2,NA,"1",NA,"","With Help"
641,"06/03/2023 11:57:22 (MST)","Pre",66.7,20.81,"Logistics Specialties Inc. (8)","Oklahoma","","","never","","WSS",0,1,3,1,0,2,2,2,3,2,NA,NA,NA,NA,NA,"",NA,"","With Help"
1393,"09/03/2023 15:50:26 (MST)","Post",51.17,NA,"Logistics Specialties Inc. (8)","Utah","","sometimes","","","JOBEX",0,3,2,0,3,3,3,2,3,2,NA,NA,NA,NA,NA,"2",NA,"",""
1501,"10/14/2024 15:26:08 (MST)","Post",52.56,17.83,"Meta Mindful (83)","Oklahoma","","","","always","WBLE",0,2,3,3,2,3,3,1,0,1,NA,NA,NA,NA,NA,"",NA,"","No Help"
2387,"04/19/2022 10:02:11 (MST)","Post",41.44,NA,"Logistics Specialties Inc. (8)","Utah","general","","","never","JS",0,3,1,3,2,3,3,3,3,2,NA,NA,NA,NA,NA,"",NA,"","No Help"
1535,"05/24/2024 16:20:44 (MST)","Post",80.33,NA,"Spectrum Academy (28)","Utah","general","","","","CSS",0,1,2,2,3,2,2,3,1,2,2,3,NA,NA,NA,"",1,"","No Help"
1864,"03/14/2025 14:53:44 (MST)","Pre",63.67,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","","","ISA",0,2,2,2,3,3,2,3,2,3,2,2,3,NA,0,"",NA,"","No Help"
1128,"04/25/2025 15:10:23 (MST)","Post",83.67,40.33,"Turn Community Services (29)","Utah","","often","","","FL",0,3,2,2,2,1,2,3,1,3,3,NA,NA,NA,1,"1",NA,"",""
2388,"07/30/2024 12:43:05 (MST)","Pre",78.48,NA,"Roads to Independence (26)","Utah","general","","rarely","","JOBEX",0,3,2,0,1,1,2,3,2,NA,NA,NA,NA,NA,3,"",NA,"","No Help"
2532,"07/30/2024 15:29:51 (MST)","Pre",45.15,11.29,"Weber State University (61)","Utah","general","always","","often","WSS",0,3,1,2,3,3,2,3,3,NA,3,NA,NA,NA,2,"",NA,"","No Help"
593,"07/08/2022 06:19:44 (MST)","Pre",71.07,NA,"Southern Utah University (27)","Utah","specialized","","","","ILOM",0,3,1,1,3,1,0,2,3,3,2,NA,1,3,NA,"",NA,"","With Help"
978,"04/19/2025 13:01:19 (MST)","Pre",54.78,35.1,"Logistics Specialties Inc. (8)","Wyoming","","","","","JOBEX",0,2,3,2,1,1,2,2,1,0,2,3,NA,NA,NA,"",NA,"","No Help"
331,"11/10/2024 12:51:47 (MST)","Post",66.05,NA,"Utah State Office of Rehabilitation (USOR) (30)","Utah","","","","","CPSO",0,2,1,2,2,2,1,2,0,3,NA,0,NA,NA,NA,"",NA,"","No Help"
1169,"06/09/2023 15:03:36 (MST)","Pre",34.04,NA,"Roads to Independence (26)","Utah","","always","","","ISA",0,2,2,3,2,2,2,3,2,2,NA,NA,NA,NA,NA,"",NA,"","With Help"
2276,"05/05/2025 11:53:41 (MST)","Pre",63.67,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","WSS",0,2,3,2,2,1,2,3,2,2,3,2,NA,NA,NA,"",NA,"","No Help"
311,"02/18/2023 09:35:00 (MST)","Pre",67,20.8,"Logistics Specialties Inc. (8)","Utah","","never","","","FL",0,2,2,1,3,1,3,2,3,2,NA,NA,2,10,1,"",NA,"","No Help"
668,"07/18/2023 17:36:26 (MST)","Pre",92.83,70.33,"Logistics Specialties Inc. (8)","Utah","","","","","CPSO",0,3,2,3,1,1,0,0,1,3,1,3,NA,3,NA,"",NA,"",""
2121,"07/12/2024 14:23:00 (MST)","Pre",34.78,NA,"Central Technology Center (Central Tech) (56)","Utah","specialized","","rarely","","ISA",0,2,1,1,2,3,2,1,1,1,1,NA,3,3,NA,"",NA,"",""
1625,"01/28/2023 08:59:03 (MST)","Pre",94.62,NA,"Central Technology Center (Central Tech) (56)","Utah","","always","rarely","sometimes","CPSO",0,3,1,0,1,3,2,2,2,1,1,1,NA,3,1,"",NA,"","No Help"
860,"09/20/2024 12:47:46 (MST)","Post",70.33,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","JOBEX",0,3,2,2,0,3,2,1,3,1,2,NA,3,3,NA,"",NA,"","No Help"
873,"02/18/2025 10:23:12 (MST)","Post",50.33,17,"Logistics Specialties Inc. (8)","Utah","","","","","FL",0,3,1,2,1,1,3,2,2,2,NA,2,NA,NA,2,"",NA,"","No Help"
722,"10/05/2024 15:17:57 (MST)","Pre",52.56,-17.28,"Roads to Independence (26)","Utah","specialized","","","","CPSO",0,2,2,3,2,3,2,3,3,2,3,NA,2,2,2,"",NA,"","No Help"
1775,"12/30/2024 13:17:32 (MST)","Pre",85.89,13.66,"Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,2,3,0,3,0,3,3,1,0,NA,1,NA,NA,"",NA,"","No Help"
88,"09/07/2024 16:15:34 (MST)","Pre",82.19,59.97,"Logistics Specialties Inc. (8)","Utah","","","","always","CSS",0,3,3,2,0,0,2,1,0,1,0,NA,2,2,3,"",NA,"",""
1369,"01/13/2024 16:06:38 (MST)","Post",74.78,NA,"Logistics Specialties Inc. (8)","Utah","specialized","","","","JOBEX",0,1,1,1,3,0,3,2,3,3,1,NA,0,3,2,"",NA,"",""
1775,"01/22/2023 11:27:12 (MST)","Post",60.64,NA,"Logistics Specialties Inc. (8)","Utah","","","","","CSS",0,1,2,1,3,2,3,1,3,2,1,NA,3,NA,NA,"",NA,"",""
1333,"04/26/2025 15:32:20 (MST)","Post",51.17,11.29,"Logistics Specialties Inc. (8)","Utah","","","rarely","","FL",0,3,2,1,1,1,2,2,3,3,2,2,NA,2,NA,"2",NA,"",""
1210,"11/29/2024 10:42:58 (MST)","Pre",82.19,NA,"Columbus Community Center (9)","Utah","","","never","rarely","FL",0,2,2,3,2,3,2,3,1,2,NA,NA,NA,NA,NA,"",1,"","No Help"
2264,"04/01/2022 08:32:23 (MST)","Post",84.88,NA,"Spectrum Academy (28)","Utah","","often","rarely","","ISA",0,3,3,1,2,2,2,3,2,3,2,NA,3,NA,NA,"",NA,"","Observer"
398,"03/18/2024 15:59:49 (MST)","Pre",48.11,NA,"Logistics Specialties Inc. (8)","Utah","","sometimes","","","WSS",0,3,0,3,2,3,2,3,3,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
1156,"05/07/2022 09:40:42 (MST)","Post",68.43,NA,"Logistics Specialties Inc. (8)","Utah","general","","","","WSS",0,3,3,2,3,2,3,2,2,NA,2,NA,NA,1,2,"",NA,"",""
2064,"10/15/2024 18:17:34 (MST)","Pre",39.86,34.5,"North Sanpete School District (24)","Utah","","often","","","ILOM",0,2,2,2,2,1,2,1,2,1,2,NA,1,NA,2,"",NA,"","No Help"
2514,"05/23/2024 22:13:04 (MST)","Pre",71.07,NA,"Logistics Specialties Inc. (8)","Utah","","always","","","FL",0,3,1,0,1,2,1,1,1,2,1,NA,NA,NA,NA,"",NA,"","No Help"
1626,"09/28/2024 12:20:35 (MST)","Post",30.33,NA,"Community Options (82)","Utah","","rarely","rarely","rarely","CPSO",0,2,3,1,3,1,1,1,2,1,NA,NA,NA,NA,NA,"",NA,"","No Help"
1916,"11/08/2024 11:09:58 (MST)","Pre",52.56,5.34,"North Sanpete School District (24)","Utah","","","","","JS",0,2,1,3,1,1,2,1,3,1,NA,NA,NA,NA,NA,"",NA,"","No Help"
2352,"03/21/2023 11:25:26 (MST)","Pre",60.33,20.33,"Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,2,0,3,3,0,2,3,3,1,2,3,NA,NA,NA,"",NA,"",""
1458,"06/22/2024 09:16:16 (MST)","Post",59.5,34.04,"Logistics Specialties Inc. (8)","Wyoming","","","","","FL",0,2,3,2,2,1,3,2,3,NA,3,3,NA,NA,NA,"",NA,"",""
794,"11/21/2024 21:24:17 (MST)","Pre",67,NA,"Southern Utah University (27)","Utah","","","","","ISA",0,3,3,2,1,1,0,3,2,0,NA,2,0,NA,NA,"",NA,"",""
2129,"12/04/2022 09:13:58 (MST)","Pre",89.86,NA,"Turn Community Services (29)","Utah","general","","rarely","","JOBEX",0,0,2,2,1,3,3,2,3,3,NA,3,NA,NA,3,"",NA,"","No Help"
602,"11/08/2024 13:12:14 (MST)","Pre",70.33,37.74,"Central Technology Center (Central Tech) (56)","Montana","","","","","JS",0,2,3,1,3,3,2,3,2,2,3,NA,3,3,3,"",NA,"","No Help"
