"Participant ID","Completed","Pre/Post","Score","Difference","Proctor","Provider","State","Caseload","Group Frequency","Online Frequency","Rural Frequency","Service","Archived","q_01","q_02","q_03","q_04","q_05","q_06","q_07","q_08","q_09","q_10","q_11","q_12","q_13","q_14","q_15","q_16","q_17","Mode"
175,"10/24/2023 13:56:03 (MST)","Post",93.33,NA,"Demo Agency2","Roads to Independence (26)","Montana","","rarely","sometimes","","ISA",0,1,3,1,1,1,1,1,1,3,NA,1,NA,NA,NA,"",1,"","No Help"
2268,"02/13/2022 20:29:00 (MST)","Post",50,NA,"","Logistics Specialties Inc. (8)","Montana","","often","","","ISA",0,3,3,1,2,3,2,3,3,3,NA,3,NA,NA,2,"",NA,"","No Help"
2416,"12/13/2024 15:54:55 (MST)","Post",36.36,4.76,"Alisha Anderson","Logistics Specialties Inc. (8)","Utah","","","never","","ISA",0,3,2,2,3,2,2,2,1,0,3,NA,NA,2,1,"",NA,"","No Help"
2172,"02/14/2022 03:23:12 (MST)","Pre",68.89,2.22,"","Logistics Specialties Inc. (8)","Montana","","often","rarely","","WSS",0,0,2,3,3,2,2,0,3,NA,3,NA,0,1,2,"1",NA,"","No Help"
1512,"05/26/2022 07:25:00 (MST)","Pre",70,NA,"","Logistics Specialties Inc. (8)","Utah","","sometimes","","often","ILOM",0,2,3,1,1,0,2,2,3,3,3,2,NA,2,NA,"3",NA,"","No Help"
2473,"09/12/2024 17:04:35 (MST)","Pre",88.89,NA,"","Turn Community Services (29)","Utah","specialized","","","sometimes","WSS",0,2,1,0,2,2,2,2,3,2,NA,NA,NA,NA,NA,"",NA,"","No Help"
654,"10/17/2022 04:56:28 (MST)","Pre",40.48,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","JS",0,2,2,2,2,3,1,2,2,0,1,NA,NA,3,NA,"",NA,"","No Help"
1073,"02/16/2024 09:28:00 (MST)","Post",87.5,NA,"Lesley DeBono","Flathead High School (42)","Utah","","","","","CPSO",0,3,2,3,3,2,1,3,1,1,NA,NA,1,3,NA,"",NA,"","No Help"
2397,"07/26/2022 20:32:00 (MST)","Pre",39.39,NA,"","Flathead High School (42)","Utah","","","rarely","","JS",0,1,1,1,3,2,0,1,0,3,1,NA,NA,2,2,"2",NA,"","With Help"
2557,"01/13/2025 15:40:17 (MST)","Post",50,NA,"Demo Agency2","Turn Community Services (29)","Utah","","","","never","JOBEX",0,2,1,1,2,1,2,3,2,NA,NA,NA,NA,NA,NA,"",NA,"","No Help"
1353,"06/24/2024 11:24:19 (MST)","Pre",75.76,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,2,2,2,3,3,3,1,1,3,3,1,NA,NA,NA,"",NA,"","No Help"
2534,"07/21/2023 12:33:23 (MST)","Post",42.86,NA,"Utah NSSD","Logistics Specialties Inc. (8)","Oklahoma","","","","","FL",0,1,2,2,3,0,1,3,NA,NA,3,1,NA,2,0,"1",NA,"","No Help"
1120,"08/15/2024 11:18:59 (MST)","Pre",58.33,NA,"","Logistics Specialties Inc. (8)","Montana","","","","sometimes","FL",0,3,1,1,3,2,3,1,1,1,NA,NA,1,2,NA,"",NA,"","No Help"
654,"05/14/2024 10:22:03 (MST)","Post",54.17,26.67,"Rachel Brown","Logistics Specialties Inc. (8)","Utah","specialized","always","","","JOBEX",0,1,2,2,3,1,2,2,1,3,3,2,3,NA,NA,"1",1,"","No Help"
1626,"04/15/2024 13:12:00 (MST)","Pre",51.11,66.67,"","Logistics Specialties Inc. (8)","Utah","","","","","ILOM",0,1,3,2,2,3,3,3,3,3,NA,NA,NA,NA,2,"3",NA,"","No Help"
1771,"12/10/2024 13:31:56 (MST)","Pre",70,18.18,"","Lockwood School Dist. / County of Yellowstone Dist. #26 (182)","Utah","","","","","CPSO",1,3,3,2,2,2,1,1,NA,NA,3,NA,NA,3,2,"",NA,"","No Help"
338,"08/28/2023 11:14:02 (MST)","Pre",35.56,NA,"","Meta Mindful (83)","Utah","","","","","CPSO",0,3,2,3,1,3,3,2,1,0,0,NA,NA,NA,NA,"",NA,"","No Help"
1359,"01/12/2024 08:43:52 (MST)","Pre",33.33,-6.66,"Daisy Ramirez","Logistics Specialties Inc. (8)","Utah","","","never","","JOBEX",0,3,0,2,2,2,1,0,3,3,3,NA,NA,NA,NA,"",NA,"",""
1535,"02/09/2024 14:36:41 (MST)","Pre",83.33,NA,"Utah SPA","Logistics Specialties Inc. (8)","Utah","","","rarely","","CSS",0,2,3,1,3,3,3,1,2,3,1,NA,3,NA,NA,"",NA,"","No Help"
1369,"01/07/2025 12:38:15 (MST)","Pre",40.74,NA,"","Logistics Specialties Inc. (8)","Utah","","","rarely","","CPSO",0,3,3,3,3,2,0,2,1,NA,2,NA,1,3,NA,"",NA,"","No Help"
1901,"10/14/2022 05:27:02 (MST)","Pre",100,9.52,"Kerensa Funk","Turn Community Services (29)","Oklahoma","general","often","rarely","","ISA",0,3,3,3,3,2,3,1,1,NA,NA,3,NA,NA,0,"",NA,"","No Help"
1225,"06/01/2023 11:42:46 (MST)","Pre",55.56,NA,"Nancy Taggart","Logistics Specialties Inc. (8)","Utah","specialized","never","","","FL",0,2,2,2,2,2,3,2,1,2,0,NA,NA,NA,3,"",NA,"","No Help"
1410,"06/26/2024 13:11:07 (MST)","Post",70.37,NA,"","Roads to Independence (26)","Utah","","","","always","JOBEX",0,2,2,1,3,1,2,3,3,2,3,NA,0,NA,NA,"",NA,"","No Help"
2141,"11/23/2021 21:59:00 (MST)","Post",75,NA,"","Columbus Community Center (9)","Utah","","never","","","WSS",0,2,1,1,2,3,3,2,0,2,2,NA,NA,NA,3,"",NA,"","No Help"
2164,"04/09/2024 08:43:26 (MST)","Pre",100,NA,"","Logistics Specialties Inc. (8)","Utah","general","","","","FL",0,3,3,2,2,0,3,3,2,0,NA,NA,3,1,NA,"",NA,"","No Help"
826,"10/08/2024 16:45:20 (MST)","Pre",77.78,26.67,"","Logistics Specialties Inc. (8)","Utah","","","","often","ILOM",0,2,3,2,0,0,3,1,1,2,2,NA,NA,NA,0,"",NA,"","No Help"
2129,"10/22/2024 10:54:49 (MST)","Post",42.22,NA,"","Logistics Specialties Inc. (8)","Utah","general","","","often","CPSO",0,0,2,3,2,2,1,0,3,NA,2,2,NA,NA,NA,"",NA,"","With Help"
262,"09/07/2022 03:58:29 (MST)","Pre",40,NA,"Whitney Lambert","Logistics Specialties Inc. (8)","Utah","","","","","FL",0,3,0,2,1,2,2,3,NA,3,3,1,3,NA,NA,"1",NA,"","No Help"
1785,"05/26/2023 08:45:47 (MST)","Pre",77.78,NA,"Jessica De La Mare","Logistics Specialties Inc. (8)","Utah","specialized","often","","","ILOM",0,1,3,3,2,2,3,3,3,2,NA,NA,2,3,1,"",NA,"",""
717,"06/29/2022 06:23:47 (MST)","Post",73.33,48.89,"","Logistics Specialties Inc. (8)","Utah","","","sometimes","","FL",0,2,3,3,3,1,2,1,3,3,NA,NA,2,NA,NA,"",NA,"","No Help"
956,"11/12/2024 11:14:14 (MST)","Pre",63.33,NA,"Jordan Allen","Logistics Specialties Inc. (8)","Utah","general","","","","FL",0,1,1,3,2,1,3,1,0,3,NA,0,1,NA,NA,"",NA,"I went back to school, lack of transportation, busy looking for housing","No Help"
132,"02/01/2023 09:29:53 (MST)","Post",36.67,16.67,"","Logistics Specialties Inc. (8)","Utah","","sometimes","","rarely","JOBEX",0,3,3,2,3,1,3,2,1,0,1,1,NA,NA,NA,"1",NA,"","No Help"
1053,"06/20/2024 09:39:36 (MST)","Pre",100,3.33,"Utah SUU","Logistics Specialties Inc. (8)","Utah","general","","","","JOBEX",0,1,0,2,3,3,3,3,2,NA,NA,NA,NA,NA,NA,"2",NA,"","No Help"
1991,"02/21/2024 17:30:16 (MST)","Pre",14.81,60.61,"","Logistics Specialties Inc. (8)","Oklahoma","","rarely","","","ISA",0,2,2,1,3,2,2,3,2,1,NA,0,1,NA,NA,"",NA,"","No Help"
759,"04/29/2022 02:27:34 (MST)","Post",64.44,NA,"Utah RTI","Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,2,3,2,3,1,0,3,1,3,NA,NA,NA,NA,NA,"",NA,"","No Help"
1501,"07/13/2022 05:59:55 (MST)","Pre",77.78,NA,"","Roads to Independence (26)","Utah","","","rarely","","FL",0,0,2,1,3,1,2,2,2,3,NA,NA,NA,2,NA,"",NA,"","No Help"
2073,"05/20/2024 11:30:48 (MST)","Pre",57.78,14.81,"Ashley House","Community Options (82)","Utah","specialized","","","","CSS",0,2,1,2,1,3,0,2,2,2,3,NA,3,NA,NA,"",NA,"","No Help"
1073,"08/13/2024 10:40:17 (MST)","Pre",73.33,NA,"Utah SPA","Southern Utah University (27)","Utah","","","sometimes","always","JS",0,2,1,1,3,1,3,3,2,1,2,NA,NA,NA,NA,"",NA,"","No Help"
652,"04/19/2023 14:08:56 (MST)","Post",63.33,NA,"","Logistics Specialties Inc. (8)","Utah","general","","","rarely","WSS",0,1,1,1,1,2,1,3,2,3,1,NA,NA,NA,1,"",NA,"","No Help"
1479,"06/26/2024 13:48:43 (MST)","Post",100,NA,"","Logistics Specialties Inc. (8)","Utah","","never","","","FL",0,3,0,2,1,1,2,3,1,2,2,NA,NA,NA,2,"1",NA,"","No Help"
2338,"12/04/2024 09:24:21 (MST)","Pre",59.26,NA,"","Denver (110)","Utah","","never","","","FL",0,2,0,2,3,2,3,1,NA,NA,NA,NA,3,NA,NA,"",NA,"",""
1785,"07/12/2024 06:40:39 (MST)","Pre",75.56,20,"Jennifer Covalt","Turn Community Services (29)","Utah","","","rarely","","ISA",0,3,2,0,3,0,1,3,3,3,1,0,NA,NA,2,"",NA,"",""
2305,"07/18/2023 15:09:35 (MST)","Pre",48.15,NA,"","Logistics Specialties Inc. (8)","Utah","","rarely","sometimes","","FL",0,2,3,2,2,2,0,3,2,1,NA,NA,NA,NA,NA,"",NA,"","With Help"
2214,"11/05/2024 09:58:38 (MST)","Post",85.19,NA,"","University of Oklahoma (50)","Oklahoma","","","","","FL",0,1,3,2,2,2,3,2,2,3,1,3,NA,1,NA,"",NA,"",""
69,"01/16/2023 17:08:47 (MST)","Pre",100,NA,"","Southern Utah University (27)","Utah","general","","","","WSS",0,2,3,3,2,1,2,2,3,2,2,1,NA,NA,NA,"",NA,"","No Help"
6,"06/24/2024 12:06:57 (MST)","Post",96.3,NA,"Utah TURN","Community Options (82)","Utah","","","","sometimes","FL",0,1,1,2,3,1,2,3,3,NA,1,NA,3,NA,NA,"",NA,"","No Help"
1430,"10/13/2022 07:37:08 (MST)","Pre",80.95,NA,"","Meta Mindful (83)","Utah","","always","rarely","","ISA",0,2,2,2,0,2,2,1,3,NA,1,NA,NA,3,NA,"",NA,"",""
98,"10/02/2024 10:00:58 (MST)","Post",54.17,NA,"","North Sanpete School District (24)","Colorado","specialized","sometimes","","","ILOM",0,3,3,0,2,3,3,2,3,1,NA,NA,NA,NA,NA,"",NA,"","No Help"
1231,"07/05/2024 19:53:48 (MST)","Post",30.3,14.29,"","Roads to Independence (26)","Utah","","","","","ILOM",0,1,3,1,2,0,2,2,0,2,3,NA,2,1,NA,"",NA,"","No Help"
589,"09/24/2024 15:11:36 (MST)","Post",48.15,-7.41,"","Logistics Specialties Inc. (8)","Utah","","rarely","","","WSS",0,1,1,1,3,1,0,3,3,2,1,NA,NA,3,NA,"",NA,"","No Help"
2387,"12/10/2024 13:05:53 (MST)","Pre",18.52,NA,"Utah SPA","Logistics Specialties Inc. (8)","Utah","","","rarely","always","JOBEX",0,2,1,2,2,2,1,1,3,0,3,NA,1,NA,NA,"",NA,"",""
1556,"03/24/2023 08:35:30 (MST)","Post",50,16.67,"Kellie Spencer","Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,3,2,3,2,0,3,2,3,3,3,1,2,NA,NA,"",NA,"","With Help"
2069,"06/20/2022 07:52:51 (MST)","Pre",57.58,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","WSS",0,2,0,1,2,3,1,2,1,2,3,2,NA,NA,NA,"",NA,"",""
1775,"12/03/2024 10:28:07 (MST)","Post",50,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,2,3,2,3,1,1,3,3,1,NA,NA,NA,NA,NA,"3",NA,"","No Help"
227,"07/05/2024 08:39:44 (MST)","Pre",45.83,NA,"","Turn Community Services (29)","Utah","","sometimes","","","JOBEX",0,3,1,3,3,3,3,3,2,1,3,1,NA,NA,NA,"",NA,"","No Help"
756,"01/16/2023 17:21:46 (MST)","Pre",15.56,4.76,"","Logistics Specialties Inc. (8)","Utah","","","","","JS",0,1,1,3,3,2,0,2,1,3,3,NA,NA,NA,NA,"",NA,"","No Help"
1641,"05/13/2024 13:21:52 (MST)","Pre",57.14,NA,"Lily Kay","Columbus Community Center (9)","Utah","","","","","JOBEX",0,2,1,1,2,1,2,3,3,2,1,1,NA,1,NA,"",NA,"","No Help"
98,"02/07/2024 09:10:42 (MST)","Pre",39.39,23.8,"Spencer Hansen","Southern Utah University (27)","Utah","","","","sometimes","JS",0,2,2,0,3,3,1,1,2,2,1,NA,NA,NA,2,"",NA,"",""
860,"01/18/2023 21:33:58 (MST)","Pre",66.67,14.82,"","Logistics Specialties Inc. (8)","Utah","","never","","","CSS",0,1,1,1,2,2,2,3,3,1,0,3,NA,3,NA,"1",NA,"","No Help"
450,"12/04/2024 09:21:43 (MST)","Pre",55.56,NA,"","Logistics Specialties Inc. (8)","Oklahoma","","","rarely","","JOBEX",0,2,2,3,2,3,3,0,0,3,NA,2,NA,NA,2,"",NA,"","No Help"
1142,"11/29/2023 15:35:39 (MST)","Pre",23.33,NA,"","Turn Community Services (29)","Wyoming","","","","sometimes","WSS",0,3,3,3,3,1,3,1,3,NA,NA,0,NA,NA,3,"",NA,"","No Help"
2342,"01/05/2023 13:45:06 (MST)","Pre",50,NA,"Amanda Willard","Turn Community Services (29)","Utah","","","","","ISA",0,3,1,3,2,1,2,3,2,NA,2,1,NA,NA,NA,"",NA,"","No Help"
2035,"10/04/2022 04:51:00 (MST)","Post",42.22,19.05,"","Roads to Independence (26)","Utah","general","","","never","WSS",0,2,2,3,1,3,2,3,3,0,NA,NA,NA,NA,NA,"",NA,"","No Help"
1994,"04/13/2023 19:33:33 (MST)","Pre",76.67,20,"Lesley DeBono","Roads to Independence (26)","Utah","","","rarely","","ISA",0,2,0,1,1,2,1,2,2,1,2,NA,NA,NA,NA,"",NA,"","No Help"
2528,"06/26/2024 13:07:25 (MST)","Pre",77.78,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","CSS",0,1,1,2,2,2,0,3,0,2,NA,NA,2,NA,NA,"",NA,"","No Help"
794,"07/12/2023 14:51:35 (MST)","Pre",60,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,2,2,2,0,1,2,2,2,1,NA,0,NA,2,NA,"",NA,"","No Help"
1535,"02/27/2023 16:42:05 (MST)","Pre",80,NA,"","Logistics Specialties Inc. (8)","Utah","","often","never","often","JS",0,2,0,3,2,1,0,1,3,3,3,NA,NA,3,1,"",NA,"","With Help"
961,"12/06/2023 15:29:13 (MST)","Post",33.33,NA,"","Roads to Independence (26)","Utah","","","","often","JOBEX",1,2,0,2,2,3,1,2,2,2,2,NA,NA,NA,1,"",NA,"","No Help"
1479,"09/29/2022 09:03:00 (MST)","Post",40.48,NA,"Wendy Malstrom","Spectrum Academy (28)","Utah","","","","always","CPSO",0,2,3,2,1,1,1,3,2,NA,3,3,NA,NA,NA,"",NA,"",""
2354,"01/10/2024 14:31:47 (MST)","Post",73.33,-25,"Chezney Mamalis","Logistics Specialties Inc. (8)","Utah","specialized","","never","often","JS",0,3,1,3,2,3,2,3,3,2,2,NA,NA,3,NA,"",NA,"","No Help"
187,"12/13/2024 15:54:03 (MST)","Pre",30.3,51.11,"","Logistics Specialties Inc. (8)","Oklahoma","","","","","WBLE",0,1,2,3,1,1,2,2,2,2,1,0,NA,NA,3,"",NA,"","No Help"
1182,"07/11/2024 08:46:07 (MST)","Post",45.83,26.66,"","Logistics Specialties Inc. (8)","Utah","","","rarely","always","ISA",0,2,3,2,1,2,3,3,3,2,NA,NA,NA,2,NA,"",NA,"","No Help"
166,"05/24/2024 15:23:40 (MST)","Pre",33.33,NA,"","Logistics Specialties Inc. (8)","Utah","","never","","","CPSO",0,3,2,2,1,3,2,1,1,0,1,NA,NA,NA,NA,"",NA,"","With Help"
687,"10/22/2024 10:55:58 (MST)","Pre",11.11,47.62,"","Logistics Specialties Inc. (8)","Utah","specialized","","never","","JS",0,2,0,0,3,2,0,1,2,3,3,NA,3,3,NA,"",NA,"","No Help"
2305,"09/12/2024 17:02:55 (MST)","Pre",80,16.67,"Alisha Anderson","Roads to Independence (26)","Utah","","sometimes","","","ISA",0,3,3,3,1,2,1,2,3,2,NA,NA,NA,3,2,"",NA,"","Observer"
131,"02/01/2022 06:00:02 (MST)","Pre",66.67,NA,"Nate Cullimore","Turn Community Services (29)","Utah","specialized","","rarely","","CPSO",0,2,3,2,1,2,1,3,2,2,1,NA,NA,NA,NA,"",NA,"","With Help"
2129,"09/12/2024 16:55:40 (MST)","Pre",26.67,NA,"","Logistics Specialties Inc. (8)","Utah","specialized","never","","","JOBEX",0,1,2,1,1,1,1,3,1,3,NA,NA,NA,NA,NA,"",NA,"",""
1458,"05/26/2022 13:23:19 (MST)","Pre",88.89,NA,"","Logistics Specialties Inc. (8)","Utah","","","","sometimes","CSS",0,2,2,1,3,0,2,3,3,NA,NA,3,NA,3,3,"",NA,"","No Help"
1625,"08/08/2022 11:51:02 (MST)","Pre",96.97,NA,"Kerensa Funk","Logistics Specialties Inc. (8)","Utah","","never","","","JOBEX",0,1,2,2,1,3,3,2,3,0,NA,NA,NA,2,1,"",NA,"","No Help"
2203,"04/21/2023 14:52:28 (MST)","Pre",40.74,NA,"","Logistics Specialties Inc. (8)","Utah","","rarely","rarely","","WBLE",0,1,3,1,0,1,0,1,3,2,2,NA,NA,NA,NA,"",NA,"","No Help"
1210,"07/30/2024 12:32:54 (MST)","Pre",84.85,NA,"","Logistics Specialties Inc. (8)","Utah","","often","","","JOBEX",0,3,2,2,1,3,3,0,3,2,NA,1,NA,NA,NA,"",NA,"","No Help"
1901,"02/02/2022 00:21:00 (MST)","Pre",50,11.11,"","Logistics Specialties Inc. (8)","Utah","general","","","","ISA",0,2,3,2,3,3,2,3,2,2,2,2,NA,NA,NA,"",NA,"",""
1702,"09/01/2023 12:51:57 (MST)","Pre",81.82,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","CSS",0,1,1,2,2,1,3,2,3,3,NA,NA,NA,NA,NA,"3",NA,"","No Help"
6,"10/04/2022 06:45:53 (MST)","Pre",80,NA,"Taylor  Liechty","A2Demo (21)","Utah","","always","rarely","","JS",0,1,3,2,3,3,2,3,2,3,1,NA,NA,NA,NA,"",NA,"",""
1109,"10/23/2024 11:21:28 (MST)","Pre",43.33,6.67,"","Columbus Community Center (9)","Utah","","","","","CPSO",0,1,3,3,1,1,2,2,3,0,3,NA,1,NA,2,"",NA,"","No Help"
248,"02/14/2022 06:13:40 (MST)","Pre",11.11,NA,"","Logistics Specialties Inc. (8)","Utah","","","","often","JS",0,2,0,1,2,2,2,2,2,2,2,0,NA,2,NA,"",NA,"","No Help"
978,"05/30/2023 11:54:01 (MST)","Post",52.38,0,"","Logistics Specialties Inc. (8)","Utah","general","","rarely","","JOBEX",0,2,1,3,1,0,0,3,1,3,1,NA,2,NA,NA,"",NA,"","With Help"
2354,"04/24/2024 10:44:03 (MST)","Post",66.67,15.16,"","Logistics Specialties Inc. (8)","Montana","","","","","ISA",0,3,1,2,2,2,2,2,2,2,1,1,NA,NA,NA,"",NA,"","No Help"
1096,"04/06/2022 02:17:08 (MST)","Post",33.33,NA,"Utah RTI","Logistics Specialties Inc. (8)","Utah","","sometimes","","","ISA",0,3,0,2,2,3,2,3,3,NA,NA,NA,3,3,NA,"",NA,"","No Help"
2161,"06/20/2024 09:38:52 (MST)","Pre",46.67,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","CSS",0,2,2,2,3,2,3,3,2,1,2,3,2,NA,1,"",NA,"","No Help"
1393,"10/15/2024 14:56:10 (MST)","Post",62.5,NA,"Taylor  Liechty","Logistics Specialties Inc. (8)","Utah","","","","","JOBEX",0,3,2,1,3,1,0,2,3,NA,NA,NA,NA,3,NA,"",NA,"","No Help"
2109,"06/14/2024 09:21:26 (MST)","Pre",45.83,-4.17,"Alisha Anderson","Logistics Specialties Inc. (8)","Utah","","","","","ILOM",0,1,2,3,2,1,0,3,3,3,3,1,NA,NA,0,"",NA,"","With Help"
512,"08/10/2023 09:31:41 (MST)","Pre",60,NA,"Kellie Spencer","Utah State University (59)","Utah","","","sometimes","","WBLE",0,3,1,1,2,3,2,3,2,3,NA,1,NA,2,NA,"",NA,"","No Help"
2287,"09/04/2024 12:22:16 (MST)","Pre",76.67,26.19,"Kerensa Funk","Logistics Specialties Inc. (8)","Utah","","","","rarely","CSS",0,2,3,2,0,2,2,3,3,1,NA,NA,NA,NA,NA,"",NA,"","With Help"
1785,"05/29/2024 10:06:00 (MST)","Post",100,8.34,"","Roads to Independence (26)","Utah","","","","","CPSO",0,3,3,1,2,3,1,3,2,3,NA,NA,NA,3,NA,"",NA,"","No Help"
593,"07/03/2024 14:53:13 (MST)","Pre",62.5,-6.66,"","Logistics Specialties Inc. (8)","Utah","","often","","","FL",0,3,3,2,0,2,2,1,3,2,NA,3,NA,2,NA,"",NA,"","No Help"
2218,"12/12/2023 12:37:00 (MST)","Post",66.67,NA,"","Logistics Specialties Inc. (8)","Utah","","","","","FL",0,2,3,0,3,3,3,3,3,0,3,1,2,NA,NA,"",NA,"","No Help"
1855,"11/02/2022 07:19:53 (MST)","Pre",69.7,NA,"Utah SUU","Flathead High School (42)","Utah","specialized","never","","","ILOM",0,0,1,1,2,3,1,1,3,2,1,3,NA,NA,NA,"",NA,"","With Help"
2473,"12/21/2023 18:05:10 (MST)","Pre",66.67,NA,"","Turn Community Services (29)","Utah","","","","always","FL",0,2,2,0,2,3,2,2,3,3,3,0,NA,3,NA,"",NA,"","No Help"
1011,"09/08/2022 05:59:52 (MST)","Pre",69.05,NA,"Nate Cullimore","Spectrum Academy (28)","Utah","","","","","JOBEX",0,2,3,3,2,3,0,3,1,0,NA,2,NA,NA,NA,"3",NA,"","No Help"
2207,"06/01/2023 11:49:25 (MST)","Pre",30,NA,"Tracy Tilley","Columbus Community Center (9)","Utah","","","rarely","often","ISA",0,2,2,1,1,3,2,3,2,NA,3,NA,NA,NA,NA,"",NA,"","No Help"
1501,"09/20/2023 13:40:02 (MST)","Post",55.56,NA,"","Turn Community Services (29)","Utah","","","","","JS",0,2,1,2,1,1,2,2,3,3,2,3,3,2,NA,"",NA,"","With Help"
1333,"02/22/2022 03:36:14 (MST)","Post",66.67,NA,"","Logistics Specialties Inc. (8)","Colorado","general","rarely","","always","CPSO",0,3,3,2,2,3,0,1,2,2,3,NA,0,NA,0,"",NA,"","No Help"
1935,"01/23/2023 12:58:39 (MST)","Post",62.96,NA,"","Logistics Specialties Inc. (8)","Utah","","","","often","JOBEX",0,3,1,2,3,2,3,1,3,3,3,3,0,2,NA,"",NA,"","No Help"
1410,"12/19/2024 09:50:20 (MST)","Post",91.67,NA,"Jennica Hammond","Logistics Specialties Inc. (8)","Utah","","","","always","JOBEX",0,3,2,1,2,2,2,0,1,2,NA,2,3,2,NA,"",NA,"","No Help"
2473,"04/06/2023 09:18:31 (MST)","Pre",53.33,NA,"","Roads to Independence (26)","Utah","","","","","ISA",0,2,1,2,2,3,2,1,2,2,1,2,3,NA,NA,"",NA,"","No Help"
1393,"01/11/2023 13:53:49 (MST)","Post",73.33,NA,"","Community Options (82)","Utah","","","","often","CSS",0,3,3,2,2,1,1,2,3,1,2,2,NA,NA,NA,"2",NA,"","Observer"
1320,"02/01/2022 06:28:34 (MST)","Pre",46.67,47.62,"","Logistics Specialties Inc. (8)","Utah","","","","","ISA",0,1,1,3,1,3,0,2,3,3,2,1,NA,2,NA,"",NA,"","No Help"
1512,"12/13/2024 08:39:05 (MST)","Post",35.56,NA,"","Logistics Specialties Inc. (8)","Utah","specialized","","","","ISA",0,2,2,3,3,2,2,2,NA,NA,2,3,NA,NA,NA,"",NA,"",""
860,"10/03/2023 08:52:46 (MST)","Pre",90.48,NA,"","Logistics Specialties Inc. (8)","Utah","general","sometimes","","","ISA",0,2,0,3,3,1,2,2,2,3,1,NA,NA,2,NA,"",NA,"","No Help"
166,"06/25/2024 16:01:34 (MST)","Pre",66.67,NA,"","Logistics Specialties Inc. (8)","Oklahoma","","","","sometimes","JOBEX",0,2,2,3,1,2,1,2,2,3,3,3,NA,NA,2,"",NA,"","No Help"
2305,"05/20/2024 12:49:02 (MST)","Pre",68.89,30,"","Logistics Specialties Inc. (8)","Utah","","","","","JS",0,3,2,1,3,3,2,3,NA,2,0,NA,1,NA,NA,"",NA,"",""
1625,"05/14/2024 12:59:23 (MST)","Pre",100,NA,"","Columbus Community Center (9)","Utah","","often","","","CSS",0,1,0,2,3,1,3,3,2,3,2,NA,NA,NA,NA,"",NA,"","No Help"
873,"04/22/2024 08:13:28 (MST)","Post",54.17,-40.74,"","Turn Community Services (29)","Utah","","always","","","JOBEX",0,2,1,0,3,2,2,1,NA,0,2,3,NA,NA,NA,"",NA,"","With Help"
1359,"04/25/2024 08:05:08 (MST)","Pre",36.67,7.41,"Jessy Katu","Logistics Specialties Inc. (8)","Utah","general","often","rarely","","JS",0,3,2,2,3,2,2,3,3,1,NA,NA,NA,2,3,"",NA,"",""
1641,"12/19/2024 12:35:55 (MST)","Pre",97.62,NA,"","Central Technology Center (Central Tech) (56)","Utah","","never","","","JOBEX",0,2,1,3,3,2,3,3,0,2,3,NA,NA,NA,NA,"0",NA,"","With Help"
274,"07/15/2024 08:47:58 (MST)","Pre",87.5,16.67,"","Logistics Specialties Inc. (8)","Utah","general","","sometimes","","JOBEX",0,2,0,2,1,2,1,1,2,NA,1,2,NA,NA,NA,"",NA,"","No Help"
2214,"03/02/2022 07:02:27 (MST)","Post",76.67,NA,"David Thacker","Logistics Specialties Inc. (8)","Utah","","rarely","","","JS",0,3,2,1,0,2,2,1,3,2,NA,0,3,2,NA,"",NA,"","No Help"
681,"05/30/2023 11:50:41 (MST)","Pre",45.24,8.33,"Utah NSSD","Logistics Specialties Inc. (8)","Utah","general","rarely","","","JOBEX",0,2,1,2,3,1,2,2,1,2,3,3,NA,2,2,"",NA,"","With Help"
1109,"10/30/2024 15:06:30 (MST)","Pre",29.63,48.15,"Alisha Anderson","North Sanpete School District (24)","Utah","","","","","JS",0,0,0,3,2,3,3,2,3,2,NA,1,0,NA,NA,"",NA,"","No Help"
2035,"08/06/2024 08:48:12 (MST)","Pre",57.14,NA,"Utah COP","Utah State University (59)","Oklahoma","general","","sometimes","always","CSS",0,3,0,3,1,3,0,3,2,3,2,1,NA,NA,NA,"",1,"","With Help"
88,"02/09/2024 14:35:55 (MST)","Pre",92.86,NA,"Heather Hafen","Logistics Specialties Inc. (8)","Utah","","","","","WSS",0,3,2,1,2,2,1,1,2,1,3,NA,NA,NA,NA,"",NA,"","No Help"
1353,"05/29/2024 10:08:55 (MST)","Pre",51.52,59.26,"","Logistics Specialties Inc. (8)","Utah","","sometimes","never","sometimes","JOBEX",0,1,1,2,1,3,2,3,3,3,2,1,NA,NA,NA,"",NA,"","No Help"
1512,"07/20/2022 08:56:13 (MST)","Pre",66.67,46.67,"Demo Agency2","Columbus Community Center (9)","Utah","specialized","","","","QWEX",0,2,2,0,3,3,2,2,2,0,NA,NA,NA,NA,NA,"",NA,"",""
